Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
jun-21;Mujer;Vicálvaro;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
jun-21;Mujer;Centro;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4430;Agentes de encuestas;2824;Profesionales del trabajo y la educación social;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Usera;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;2713;Analistas, programadores y diseñadores Web y multimedia;2651;Profesionales de la publicidad y la comercialización
jun-21;Hombre;Otro Municipio;Entre 36 y 45 años;Española;4430;Agentes de encuestas;2625;Especialistas en formación de personal;1223;Directores de investigación y desarrollo
jun-21;Hombre;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Usera;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
jun-21;Hombre;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
jun-21;Mujer;Centro;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
jun-21;Mujer;Carabanchel;Entre 26 y 35 años;Española;4422;Recepcionistas de hoteles;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles)
jun-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;5825;Guías de turismo;4422;Recepcionistas de hoteles;5120;Camareros asalariados
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Otro Municipio;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios
jun-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;;;;;;
jun-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;;;;;;
jun-21;Mujer;Villaverde;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5833;Conserjes de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-21;Hombre;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas;9820;Reponedores
jun-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad
jun-21;Hombre;Centro;Entre 26 y 35 años;Española;3127;Técnicos y analistas de laboratorio en química industrial;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías;2436;Ingenieros de minas, metalúrgicos y afines
jun-21;Mujer;Arganzuela;Entre 56 y 65 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-21;Mujer;Villaverde;Entre 46 y 55 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
jun-21;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;2651;Profesionales de la publicidad y la comercialización;2652;Profesionales de relaciones públicas;2651;Profesionales de la publicidad y la comercialización
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Comunitaria;5420;Operadores de telemarketing;3613;Asistentes de dirección y administrativos;;
jun-21;Mujer;Vicálvaro;Entre 36 y 45 años;Comunitaria;9100;Empleados domésticos;;;;
jun-21;Hombre;Puente De Vallecas;Entre 56 y 65 años;Española;5833;Conserjes de edificios;;;;
jun-21;Hombre;Hortaleza;Entre 56 y 65 años;Española;4123;Empleados de logística y transporte de pasajeros y mercancías;1315;Directores de empresas de abastecimiento, transporte, distribución y afines;4121;Empleados de control de abastecimientos e inventario
jun-21;Mujer;Latina;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Hortaleza;Entre 26 y 35 años;Española;2451;Arquitectos (excepto arquitectos paisajistas y urbanistas);2451;Arquitectos (excepto arquitectos paisajistas y urbanistas);2452;Arquitectos paisajistas
jun-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;5710;Trabajadores de los cuidados personales a domicilio;5710;Trabajadores de los cuidados personales a domicilio;;
jun-21;Mujer;Ciudad Lineal;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;9820;Reponedores;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-21;Mujer;Chamartín;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;5722;Cuidadores de niños en domicilios;9820;Reponedores
jun-21;Mujer;Otro Municipio;Mayor de 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Otro Municipio;Entre 36 y 45 años;Española;4430;Agentes de encuestas;4411;Empleados de información al usuario;3522;Agentes de compras
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
jun-21;Mujer;Villaverde;Entre 56 y 65 años;Española;5110;Cocineros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Usera;Entre 36 y 45 años;Extracomunitaria;5120;Camareros asalariados;5811;Peluqueros;;
jun-21;Mujer;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Ciudad Lineal;Entre 36 y 45 años;Extracomunitaria;3820;Programadores informáticos;7894;Fumigadores y otros controladores de plagas y malas hierbas;;
jun-21;Hombre;San Blas;Entre 36 y 45 años;Extracomunitaria;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;;;;
jun-21;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;4424;Teleoperadores;4424;Teleoperadores;;
jun-21;Mujer;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Otro Municipio;Entre 46 y 55 años;Española;7191;Mantenedores de edificios;7510;Electricistas de la construcción y afines;8192;Operadores de calderas y máquinas de vapor
jun-21;Hombre;Carabanchel;Entre 26 y 35 años;Española;5710;Trabajadores de los cuidados personales a domicilio;3724;Monitores de actividades recreativas y de entretenimiento;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
jun-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;3613;Asistentes de dirección y administrativos;4411;Empleados de información al usuario
jun-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4430;Agentes de encuestas;2922;Periodistas;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;3322;Técnicos superiores en documentación sanitaria;3141;Técnicos en ciencias biológicas (excepto en áreas sanitarias);;
jun-21;Mujer;Villaverde;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;5622;Técnicos de emergencias sanitarias
jun-21;Mujer;Carabanchel;Entre 36 y 45 años;Española;2426;Profesionales de la protección ambiental;;;;
jun-21;Mujer;Hortaleza;Entre 56 y 65 años;Española;5993;Agentes forestales y medioambientales;;;;
jun-21;Mujer;Usera;Entre 56 y 65 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;8332;Operadores de grúas, montacargas y de maquinaria similar de movimiento de materiales;5833;Conserjes de edificios
jun-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Villaverde;Entre 56 y 65 años;Española;7191;Mantenedores de edificios;7510;Electricistas de la construcción y afines;5833;Conserjes de edificios
jun-21;Mujer;Villaverde;Entre 26 y 35 años;Española;5120;Camareros asalariados;2252;Técnicos en educación infantil;5721;Cuidadores de niños en guarderías y centros educativos
jun-21;Mujer;Moncloa-aravaca;Entre 26 y 35 años;Española;2159;Profesionales de la salud no clasificados bajo otros epígrafes;2823;Psicólogos;;
jun-21;Mujer;San Blas;Entre 36 y 45 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);5120;Camareros asalariados
jun-21;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías;3127;Técnicos y analistas de laboratorio en química industrial;5220;Vendedores en tiendas y almacenes
jun-21;Mujer;Salamanca;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio
jun-21;Hombre;Otro Municipio;Menor de 25 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Latina;Entre 56 y 65 años;Española;5833;Conserjes de edificios;7191;Mantenedores de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
jun-21;Mujer;Latina;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
jun-21;Mujer;Moratalaz;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;9820;Reponedores
jun-21;Mujer;Carabanchel;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
jun-21;Hombre;Tetuán;Entre 46 y 55 años;Española;2613;Analistas financieros;4111;Empleados de contabilidad;2810;Economistas
jun-21;Hombre;Carabanchel;Entre 36 y 45 años;Española;2324;Profesores de enseñanza no reglada de artes;7221;Fontaneros;8412;Conductores asalariados de automóviles, taxis y furgonetas
jun-21;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes;;
jun-21;Hombre;Tetuán;Entre 36 y 45 años;Española;5120;Camareros asalariados;;;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;5611;Auxiliares de enfermería hospitalaria;;
jun-21;Hombre;Latina;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;7533;Instaladores y reparadores en tecnologías de la información y las comunicaciones;9320;Preparadores de comidas rápidas
jun-21;Mujer;Arganzuela;Menor de 25 años;Española;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores
jun-21;Mujer;San Blas;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-21;Hombre;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Villa De Vallecas;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-21;Hombre;Ciudad Lineal;Entre 46 y 55 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;;
jun-21;Hombre;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;San Blas;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
jun-21;Mujer;Usera;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5120;Camareros asalariados
jun-21;Hombre;Otro Municipio;Entre 36 y 45 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas;4422;Recepcionistas de hoteles
jun-21;Mujer;San Blas;Entre 26 y 35 años;Española;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores;5220;Vendedores en tiendas y almacenes
jun-21;Hombre;Carabanchel;Entre 46 y 55 años;Española;5833;Conserjes de edificios;5110;Cocineros asalariados;9310;Ayudantes de cocina
jun-21;Mujer;Usera;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9820;Reponedores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-21;Hombre;Carabanchel;Entre 26 y 35 años;Española;5710;Trabajadores de los cuidados personales a domicilio;5710;Trabajadores de los cuidados personales a domicilio;;
jun-21;Hombre;Villa De Vallecas;Menor de 25 años;Extracomunitaria;3820;Programadores informáticos;2721;Diseñadores y administradores de bases de datos;2484;Diseñadores gráficos y multimedia
jun-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;;
jun-21;Mujer;Villaverde;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;9820;Reponedores
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Usera;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Usera;Menor de 25 años;Española;6120;Trabajadores cualificados en huertas, invernaderos, viveros y jardines;3724;Monitores de actividades recreativas y de entretenimiento;4411;Empleados de información al usuario
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;7323;Ajustadores y operadores de máquinas-herramienta;;;;
jun-21;Mujer;Otro Municipio;Menor de 25 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Chamartín;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;4411;Empleados de información al usuario;;
jun-21;Mujer;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
