,Fecha de Inscripción,Género,Distrito,Tramos de Edad,Nacionalidad,Objetivo Profesional 1
8168,jun-21,Mujer,Latina,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
8175,jun-21,Mujer,Vicálvaro,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
8180,jun-21,Mujer,Latina,Entre 46 y 55 años,Comunitaria,Vendedores en tiendas y almacenes
8184,jun-21,Mujer,Villaverde,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
8186,jun-21,Hombre,Carabanchel,Entre 36 y 45 años,Española,Peluqueros
8188,jun-21,Hombre,Villa De Vallecas,Menor de 25 años,Española,Ayudantes de cocina
8193,jun-21,Mujer,Moncloa-aravaca,Entre 56 y 65 años,Española,Empleados de contabilidad
8197,jun-21,Hombre,Centro,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
8199,jun-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Ingenieros técnicos industriales y de producción
8200,jun-21,Mujer,Otro Municipio,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8206,jun-21,Mujer,San Blas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8211,jun-21,Mujer,Centro,Entre 46 y 55 años,Española,Dietistas y nutricionistas
8212,jun-21,Mujer,Usera,Entre 46 y 55 años,Española,Operadores de máquinas de coser y bordar
8213,jun-21,Hombre,Latina,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
8214,jun-21,Mujer,Otro Municipio,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8215,jun-21,Hombre,Puente De Vallecas,Entre 36 y 45 años,Extracomunitaria,Mecánicos y ajustadores de vehículos de motor
8219,jun-21,Hombre,Centro,Entre 56 y 65 años,Española,Mantenedores de edificios
8223,jun-21,Mujer,Villaverde,Menor de 25 años,Española,Técnicos de emergencias sanitarias
8224,jun-21,Mujer,Vicálvaro,Entre 26 y 35 años,Española,Diseñadores gráficos y multimedia
8228,jun-21,Mujer,Carabanchel,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
8235,jun-21,Hombre,Arganzuela,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
8236,jun-21,Mujer,Moncloa-aravaca,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
8240,jun-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Española,Profesionales de la publicidad y la comercialización
8241,jun-21,Hombre,Ciudad Lineal,Entre 26 y 35 años,Extracomunitaria,Operadores de telemarketing
8242,jun-21,Mujer,Otro Municipio,Entre 46 y 55 años,Extracomunitaria,Vendedores en tiendas y almacenes
8243,jun-21,Mujer,Villa De Vallecas,Entre 26 y 35 años,Española,Operadores de telemarketing
8245,jun-21,Mujer,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8262,jun-21,Hombre,Usera,Menor de 25 años,Española,Bañistas-socorristas
8266,jun-21,Hombre,Centro,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
8275,jun-21,Mujer,Arganzuela,Menor de 25 años,Española,Auxiliares de enfermería hospitalaria
8278,jun-21,Mujer,Fuencarral-el Pardo,Menor de 25 años,Española,Asistentes de dirección y administrativos
8280,jun-21,Mujer,Otro Municipio,Entre 26 y 35 años,Extracomunitaria,Ayudantes de cocina
8282,jun-21,Mujer,Tetuán,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
8283,jun-21,Mujer,Carabanchel,Entre 26 y 35 años,Española,Ayudantes de cocina
8287,jun-21,Mujer,Latina,Entre 56 y 65 años,Española,Operadores de telemarketing
8292,jun-21,Mujer,Vicálvaro,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
8296,jun-21,Hombre,Usera,Entre 56 y 65 años,Española,Mantenedores de edificios
8301,jun-21,Mujer,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8303,jun-21,Hombre,Moncloa-aravaca,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
8305,jun-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Ingenieros técnicos industriales y de producción
8311,jun-21,Mujer,Moratalaz,Menor de 25 años,Extracomunitaria,Asistentes de dirección y administrativos
8322,jun-21,Mujer,Fuencarral-el Pardo,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8324,jun-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
8327,jun-21,Mujer,Villaverde,Entre 56 y 65 años,Extracomunitaria,Asistentes de dirección y administrativos
8337,jun-21,Hombre,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8338,jun-21,Mujer,Villaverde,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8340,jun-21,Hombre,Carabanchel,Menor de 25 años,Española,Empleados de contabilidad
8341,jun-21,Mujer,Arganzuela,Entre 36 y 45 años,Española,Técnicos de grabación audiovisual
8347,jun-21,Mujer,Tetuán,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
8358,jun-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
8361,jun-21,Mujer,Carabanchel,Entre 46 y 55 años,Española,Ayudantes de cocina
8375,jun-21,Mujer,Usera,Entre 26 y 35 años,Extracomunitaria,Diseñadores gráficos y multimedia
8377,jun-21,Mujer,Otro Municipio,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
8383,jun-21,Mujer,Ciudad Lineal,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
8398,jun-21,Mujer,Puente De Vallecas,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
8399,jun-21,Hombre,Usera,Menor de 25 años,Española,"Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías"
8401,jun-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
8404,jun-21,Hombre,Ciudad Lineal,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8410,jun-21,Mujer,San Blas,Entre 36 y 45 años,Española,Técnicos en laboratorio de diagnóstico clínico
8417,jun-21,Hombre,Villaverde,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8418,jun-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
8441,jun-21,Mujer,Usera,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
8444,jun-21,Mujer,Usera,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8446,jun-21,Mujer,Otro Municipio,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8447,jun-21,Mujer,Centro,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
8448,jun-21,Mujer,Carabanchel,Entre 26 y 35 años,Española,Recepcionistas de hoteles
8449,jun-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Española,Guías de turismo
8459,jun-21,Mujer,Villaverde,Entre 46 y 55 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
8460,jun-21,Mujer,Ciudad Lineal,Entre 26 y 35 años,Española,Profesionales de la publicidad y la comercialización
8461,jun-21,Mujer,Otro Municipio,Entre 46 y 55 años,Comunitaria,Operadores de telemarketing
8465,jun-21,Mujer,Latina,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
8489,jun-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Extracomunitaria,Programadores informáticos
8490,jun-21,Hombre,San Blas,Entre 36 y 45 años,Extracomunitaria,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
8493,jun-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Mantenedores de edificios
8499,jun-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Técnicos superiores en documentación sanitaria
8505,jun-21,Hombre,Villaverde,Entre 56 y 65 años,Española,Mantenedores de edificios
8508,jun-21,Mujer,San Blas,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
8515,jun-21,Mujer,Carabanchel,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
8525,jun-21,Mujer,Villa De Vallecas,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
8529,jun-21,Mujer,San Blas,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
8534,jun-21,Mujer,Usera,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8536,jun-21,Hombre,Villa De Vallecas,Menor de 25 años,Extracomunitaria,Programadores informáticos
8542,jun-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Ajustadores y operadores de máquinas-herramienta
8544,jun-21,Hombre,Chamartín,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
8551,jun-21,Hombre,Puente De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8552,jun-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Ayudantes de cocina
8586,jun-21,Mujer,Moratalaz,Entre 46 y 55 años,Comunitaria,Ayudantes de cocina
8591,jun-21,Mujer,Moratalaz,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
8594,jun-21,Hombre,Moratalaz,Entre 46 y 55 años,Española,Profesionales de la publicidad y la comercialización
8595,jun-21,Mujer,Salamanca,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
8597,jun-21,Hombre,San Blas,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
8604,jun-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
8605,jun-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
8611,jun-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Extracomunitaria,"Especialistas en tratamientos de estética, bienestar y afines"
8614,jun-21,Mujer,Carabanchel,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
8640,jun-21,Mujer,Moratalaz,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
8648,jun-21,Mujer,Latina,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
8657,jun-21,Hombre,Arganzuela,Entre 26 y 35 años,Española,Técnicos de grabación audiovisual
8659,jun-21,Mujer,Arganzuela,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
8660,jun-21,Hombre,Ciudad Lineal,Entre 46 y 55 años,Española,Mantenedores de edificios
8667,jun-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,"Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías"
8672,jun-21,Hombre,Carabanchel,Entre 26 y 35 años,Española,Empleados de control de personal y nóminas
8675,jun-21,Mujer,Otro Municipio,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
8676,jun-21,Mujer,Fuencarral-el Pardo,Entre 46 y 55 años,Comunitaria,Ayudantes de cocina
8678,jun-21,Mujer,Otro Municipio,Entre 36 y 45 años,Comunitaria,Auxiliares de enfermería hospitalaria
8680,jun-21,Hombre,Villaverde,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
8681,jun-21,Mujer,Hortaleza,Entre 56 y 65 años,Española,Ayudantes de cocina
8686,jun-21,Hombre,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8690,jun-21,Hombre,Barajas,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
8693,jun-21,Mujer,Arganzuela,Entre 46 y 55 años,Española,Jefes de sección de tiendas y almacenes
8697,jun-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Española,Recepcionistas de hoteles
8701,jun-21,Mujer,Ciudad Lineal,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
8704,jun-21,Mujer,Vicálvaro,Entre 36 y 45 años,Española,Empleados de contabilidad
8705,jun-21,Hombre,San Blas,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
8715,jun-21,Mujer,Tetuán,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
8717,jun-21,Hombre,Fuencarral-el Pardo,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
8720,jun-21,Mujer,Arganzuela,Entre 36 y 45 años,Extracomunitaria,Vendedores en tiendas y almacenes
8741,jun-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Extracomunitaria,"Especialistas en tratamientos de estética, bienestar y afines"
8745,jun-21,Mujer,Villaverde,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
8754,jun-21,Mujer,Puente De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8768,jun-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Española,Auxiliares de enfermería hospitalaria
8770,jun-21,Mujer,San Blas,Entre 26 y 35 años,Extracomunitaria,Economistas
8771,jun-21,Mujer,Ciudad Lineal,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
8778,jun-21,Hombre,Puente De Vallecas,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
8781,jun-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Española,Profesionales de la publicidad y la comercialización
8782,jun-21,Mujer,Villaverde,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
8783,jun-21,Hombre,Carabanchel,Entre 36 y 45 años,Extracomunitaria,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
8784,jun-21,Mujer,Usera,Entre 46 y 55 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
8785,jun-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Técnicos de emergencias sanitarias
8790,jun-21,Mujer,Salamanca,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
8795,jun-21,Mujer,Arganzuela,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
8796,jun-21,Mujer,Retiro,Entre 26 y 35 años,Extracomunitaria,"Especialistas en tratamientos de estética, bienestar y afines"
8800,jun-21,Hombre,Chamartín,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
8804,jun-21,Mujer,Hortaleza,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
8806,jun-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Mantenedores de edificios
8807,jun-21,Hombre,Otro Municipio,Entre 36 y 45 años,Española,Empleados de contabilidad
8810,jun-21,Hombre,Otro Municipio,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
8819,jun-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
8820,jun-21,Mujer,Villaverde,Entre 36 y 45 años,Extracomunitaria,Vendedores en tiendas y almacenes
8823,jun-21,Mujer,Hortaleza,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
8826,jun-21,Hombre,Centro,Entre 46 y 55 años,Comunitaria,Diseñadores gráficos y multimedia
8829,jun-21,Hombre,Fuencarral-el Pardo,Entre 46 y 55 años,Española,Profesionales de la publicidad y la comercialización
8830,jun-21,Mujer,Carabanchel,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
8831,jun-21,Mujer,Latina,Entre 46 y 55 años,Española,Operadores de telemarketing
8834,jun-21,Mujer,Otro Municipio,Menor de 25 años,Española,Operadores de telemarketing
8835,jun-21,Hombre,Ciudad Lineal,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8838,jun-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Analistas y diseñadores de software y multimedia no clasificados bajo otros epígrafes
8841,jun-21,Hombre,Tetuán,Entre 46 y 55 años,Española,Profesionales de la publicidad y la comercialización
8842,jun-21,Mujer,Latina,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8844,jun-21,Mujer,Latina,Entre 26 y 35 años,Española,Diseñadores gráficos y multimedia
8845,jun-21,Hombre,Otro Municipio,Entre 36 y 45 años,Española,Mantenedores de edificios
8847,jun-21,Hombre,Puente De Vallecas,Menor de 25 años,Española,Mecánicos y ajustadores de vehículos de motor
8853,jun-21,Hombre,Puente De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8861,jun-21,Mujer,Barajas,Menor de 25 años,Española,"Especialistas en tratamientos de estética, bienestar y afines"
8876,jun-21,Mujer,Moratalaz,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
8878,jun-21,Mujer,Latina,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
8881,jun-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Ingenieros técnicos forestales y del medio natural
8886,jun-21,Mujer,Moratalaz,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
8889,jun-21,Hombre,San Blas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8894,jun-21,Mujer,Carabanchel,Entre 36 y 45 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
8896,jun-21,Hombre,Chamberí,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
8901,jun-21,Mujer,Vicálvaro,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
8903,jun-21,Mujer,Salamanca,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
8917,jun-21,Mujer,Puente De Vallecas,Entre 46 y 55 años,Española,Ayudantes de cocina
8920,jun-21,Hombre,Moratalaz,Entre 26 y 35 años,Extracomunitaria,Mantenedores de edificios
8925,jun-21,Mujer,Ciudad Lineal,Menor de 25 años,Extracomunitaria,Profesionales de la publicidad y la comercialización
8926,jun-21,Mujer,Villaverde,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
8932,jun-21,Hombre,Carabanchel,Menor de 25 años,Española,Diseñadores gráficos y multimedia
8934,jun-21,Hombre,Carabanchel,Menor de 25 años,Española,Técnicos de grabación audiovisual
8936,jun-21,Mujer,Centro,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8941,jun-21,Hombre,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
8952,jun-21,Mujer,San Blas,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
8953,jun-21,Mujer,Usera,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
8955,jun-21,Mujer,Salamanca,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
8956,jun-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Operadores en plantas industriales químicas
8957,jun-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
8967,jun-21,Mujer,Usera,Entre 56 y 65 años,Española,Vendedores en tiendas y almacenes
